,Account Number,Balance Date,Transaction Value,Balance
4130,28738041,2023-02-14,-69.79,2760.46
4131,28743137,2023-01-31,,781.13
4132,28743137,2023-02-02,-118.55,662.58
4133,28743137,2023-02-13,111.36,773.94
4134,28743137,2023-02-13,-64.85,709.09
4135,28745450,2023-01-31,,157.38
4136,28745450,2023-02-01,163.82,321.2
4137,28745450,2023-02-06,-77.81,243.39
4138,28745450,2023-02-09,113.5,356.89
4139,28745450,2023-02-09,47.96,404.84999999999997
4140,28745450,2023-02-12,-180.44,224.41
4141,28754062,2023-01-31,,16.41
4142,28781155,2023-01-31,,555.55
4143,28781155,2023-02-02,99.34,654.89
4144,28781155,2023-02-06,105.25,760.14
4145,28781155,2023-02-10,-67.41,692.73
4146,28781155,2023-02-11,34.81,727.54
4147,28781155,2023-02-11,-109.94,617.5999999999999
4148,28811285,2023-01-31,,813.63
4149,28811285,2023-02-03,-227.05,586.5799999999999
4150,28811285,2023-02-04,-86.15,500.42999999999995
4151,28811285,2023-02-08,-110.78,389.65
4152,28811285,2023-02-12,1534.6,1924.25
4153,28819175,2023-01-31,,414.48
4154,28819175,2023-02-01,-44.29,370.19
4155,28819175,2023-02-02,20.57,390.76
4156,28819175,2023-02-03,63.29,454.05
4157,28819175,2023-02-06,-178.95,275.1
4158,28819175,2023-02-09,-91.82,183.28000000000003
4159,28819175,2023-02-09,-363.8,-180.51999999999998
4160,28819175,2023-02-11,-155.49,-336.01
4161,28822117,2023-01-31,,204.79
4162,28822117,2023-02-01,-98.74,106.05
4163,28822117,2023-02-05,1022.3,1128.35
4164,28822117,2023-02-07,-43.86,1084.49
4165,28909144,2023-01-31,,263.97
4166,28909144,2023-02-04,32.88,296.85
4167,28909144,2023-02-04,32.51,329.36
4168,28909144,2023-02-05,-66.8,262.56000000000006
4169,28909144,2023-02-08,165.79,428.35
4170,28909144,2023-02-14,-30.0,398.35
4171,28911002,2023-01-31,,858.06
4172,28911002,2023-02-01,1139.7,1997.76
4173,28911002,2023-02-02,-137.03,1860.73
4174,28911002,2023-02-06,-122.69,1738.04
4175,28911002,2023-02-11,50.13,1788.17
4176,28911002,2023-02-11,-75.03,1713.1399999999999
4177,28969443,2023-01-31,,12.77
4178,28969443,2023-02-07,-485.9,-473.13
4179,28969443,2023-02-08,-79.06,-552.19
4180,28969443,2023-02-09,29.71,-522.48
4181,28969443,2023-02-14,-111.2,-633.6800000000001
4182,28976546,2023-01-31,,454.25
4183,28976546,2023-02-01,-128.83,325.41999999999996
4184,28976546,2023-02-05,59.2,384.62
4185,28976546,2023-02-06,-71.54,313.08
4186,28976546,2023-02-09,-48.6,264.47999999999996
4187,29000698,2023-01-31,,954.02
4188,29000698,2023-02-06,-97.54,856.48
4189,29000698,2023-02-07,44.98,901.4599999999999
4190,29000698,2023-02-11,16.59,918.05
4191,29000698,2023-02-12,191.61,1109.66
4192,29017229,2023-01-31,,950.07
4193,29017229,2023-02-02,95.2,1045.27
4194,29017229,2023-02-03,179.54,1224.81
4195,29017229,2023-02-03,-183.44,1041.3700000000001
4196,29017229,2023-02-04,1246.9,2288.2700000000004
4197,29017229,2023-02-06,-189.84,2098.4300000000003
4198,29017229,2023-02-14,71.88,2170.3100000000004
4199,29039134,2023-01-31,,218.26
4200,29039134,2023-02-05,115.1,333.36
4201,29039134,2023-02-08,245.8,579.16
4202,29039134,2023-02-11,82.76,661.92
4203,29039134,2023-02-12,1411.1,2073.02
4204,29039134,2023-02-12,97.82,2170.84
4205,29039134,2023-02-14,558.8,2729.64
4206,29039134,2023-02-14,104.64,2834.2799999999997
4207,29043142,2023-01-31,,210.89
4208,29043142,2023-02-09,-110.51,100.37999999999998
4209,29043142,2023-02-11,-114.61,-14.230000000000018
4210,29043142,2023-02-12,67.25,53.01999999999998
4211,29043142,2023-02-12,-141.01,-87.99000000000001
4212,29052260,2023-01-31,,639.05
4213,29052260,2023-02-03,132.95,772.0
4214,29052260,2023-02-05,89.52,861.52
4215,29052260,2023-02-10,117.25,978.77
4216,29061354,2023-01-31,,180.47
4217,29061354,2023-02-05,2.25,182.72
4218,29061354,2023-02-07,92.81,275.53
4219,29061354,2023-02-11,667.1,942.63
4220,29061354,2023-02-11,-54.28,888.35
4221,29074095,2023-01-31,,512.38
4222,29074095,2023-02-01,86.91,599.29
4223,29074095,2023-02-02,-924.0,-324.71000000000004
4224,29074095,2023-02-07,-164.85,-489.56000000000006
4225,29074095,2023-02-11,-87.14,-576.7
4226,29074095,2023-02-12,-110.14,-686.84
4227,29074095,2023-02-13,184.92,-501.9200000000001
4228,29074095,2023-02-13,-65.54,-567.46
4229,29222005,2023-01-31,,0.34
4230,29222005,2023-02-03,98.53,98.87
4231,29222005,2023-02-05,-109.63,-10.759999999999991
4232,29222005,2023-02-05,-119.42,-130.18
4233,29222005,2023-02-07,80.36,-49.81999999999999
4234,29222005,2023-02-12,94.0,44.18000000000001
4235,29238925,2023-01-31,,574.82
4236,29238925,2023-02-04,2.44,577.2600000000001
4237,29238925,2023-02-09,47.07,624.33
4238,29238925,2023-02-11,-887.8,-263.4699999999999
4239,29238925,2023-02-14,-956.2,-1219.67
4240,29288598,2023-01-31,,386.76
4241,29288598,2023-02-03,201.14,587.9
4242,29288598,2023-02-04,-84.15,503.75
4243,29288598,2023-02-06,74.62,578.37
4244,29288598,2023-02-07,109.13,687.5
4245,29288598,2023-02-08,265.04,952.54
4246,29288598,2023-02-11,-142.47,810.0699999999999
4247,29288598,2023-02-13,-137.35,672.72
4248,29288598,2023-02-14,1295.6,1968.32
4249,29288598,2023-02-14,143.6,2111.92
4250,29303323,2023-01-31,,525.6
4251,29303323,2023-02-02,-103.75,421.85
4252,29303323,2023-02-02,-143.82,278.03000000000003
4253,29303323,2023-02-03,136.61,414.64000000000004
4254,29303323,2023-02-04,136.51,551.1500000000001
4255,29303323,2023-02-09,1301.5,1852.65
4256,29303323,2023-02-09,-142.5,1710.15
4257,29303323,2023-02-13,185.87,1896.02
4258,29303323,2023-02-13,126.86,2022.88
4259,29358670,2023-01-31,,874.94
4260,29358670,2023-02-01,92.86,967.8000000000001
4261,29358670,2023-02-06,173.92,1141.72
4262,29358670,2023-02-08,-50.38,1091.34
4263,29358670,2023-02-08,-120.57,970.77
4264,29358670,2023-02-09,105.57,1076.3400000000001
4265,29358670,2023-02-09,-83.38,992.96
4266,29358670,2023-02-11,121.51,1114.47
4267,29358670,2023-02-11,86.69,1201.16
4268,29358670,2023-02-12,-1183.8,17.360000000000127
4269,29358670,2023-02-13,-56.85,-39.489999999999874
4270,29422349,2023-01-31,,623.61
4271,29422349,2023-02-08,91.11,714.72
4272,29422349,2023-02-10,144.27,858.99
4273,29422349,2023-02-13,-145.83,713.16
4274,29464742,2023-01-31,,557.11
4275,29464742,2023-02-02,86.31,643.4200000000001
4276,29464742,2023-02-07,211.77,855.19
4277,29464742,2023-02-08,-92.83,762.36
4278,29464742,2023-02-14,-147.24,615.12
4279,29473763,2023-01-31,,724.82
4280,29473763,2023-02-05,-80.66,644.1600000000001
4281,29473763,2023-02-08,144.06,788.22
4282,29473763,2023-02-14,-141.21,647.01
4283,29489865,2023-01-31,,854.53
4284,29489865,2023-02-03,-109.66,744.87
4285,29489865,2023-02-06,114.3,859.17
4286,29489865,2023-02-10,-169.47,689.7
4287,29489865,2023-02-11,29.25,718.95
4288,29489865,2023-02-11,-82.38,636.5699999999999
4289,29489865,2023-02-14,122.97,759.54
4290,29523226,2023-01-31,,807.56
4291,29523226,2023-02-01,102.6,910.16
4292,29523226,2023-02-03,68.85,979.01
4293,29523226,2023-02-03,-48.79,930.2199999999999
4294,29523226,2023-02-05,191.47,1121.69
4295,29523226,2023-02-05,-73.99,1047.7
4296,29523226,2023-02-05,-90.06,957.64
4297,29523226,2023-02-06,58.71,1016.3499999999999
4298,29523226,2023-02-06,-134.96,881.3899999999999
4299,29523226,2023-02-08,-83.33,798.06
4300,29523226,2023-02-09,254.92,1052.98
4301,29523226,2023-02-10,-83.94,969.04
4302,29523226,2023-02-13,63.08,1032.12
4303,29523226,2023-02-13,25.85,1057.9699999999998
4304,29527534,2023-01-31,,355.57
4305,29527534,2023-02-03,-122.97,232.6
4306,29527534,2023-02-04,99.39,331.99
4307,29527534,2023-02-10,-148.63,183.36
4308,29527534,2023-02-11,86.28,269.64
4309,29608056,2023-01-31,,248.43
4310,29608056,2023-02-03,61.91,310.34000000000003
4311,29608056,2023-02-03,-105.92,204.42000000000002
4312,29608056,2023-02-06,86.9,291.32
4313,29608056,2023-02-06,-115.19,176.13
4314,29608056,2023-02-07,-1610.4,-1434.27
4315,29608056,2023-02-11,-131.8,-1566.07
4316,29608056,2023-02-12,134.36,-1431.71
4317,29608056,2023-02-12,126.97,-1304.74
4318,29608056,2023-02-12,96.87,-1207.87
4319,29608056,2023-02-12,51.66,-1156.21
4320,29631870,2023-01-31,,694.99
4321,29631870,2023-02-02,1138.0,1832.99
4322,29631870,2023-02-02,78.61,1911.6
4323,29631870,2023-02-04,68.54,1980.14
4324,29631870,2023-02-04,-74.21,1905.93
4325,29631870,2023-02-12,113.45,2019.38
4326,29631870,2023-02-14,-90.07,1929.31
4327,29638033,2023-01-31,,537.95
4328,29638033,2023-02-01,-129.52,408.43000000000006
4329,29638033,2023-02-01,-1775.6,-1367.1699999999998
4330,29638033,2023-02-02,-1890.0,-3257.17
4331,29638033,2023-02-03,-103.79,-3360.96
4332,29638033,2023-02-08,-40.08,-3401.04
4333,29638033,2023-02-11,-89.5,-3490.54
4334,29638033,2023-02-12,122.32,-3368.22
4335,29638033,2023-02-14,-134.42,-3502.64
4336,29639626,2023-01-31,,985.7
4337,29639626,2023-02-04,-112.65,873.0500000000001
4338,29639626,2023-02-05,135.88,1008.9300000000001
4339,29639626,2023-02-06,-58.79,950.14
4340,29639626,2023-02-10,103.67,1053.81
4341,29639626,2023-02-10,-15.25,1038.56
4342,29639626,2023-02-13,41.85,1080.41
4343,29639626,2023-02-13,-163.71,916.7
4344,29705419,2023-01-31,,799.07
4345,29705419,2023-02-02,89.88,888.95
4346,29705419,2023-02-03,62.89,951.84
4347,29705419,2023-02-03,-749.7,202.14
4348,29705419,2023-02-06,149.08,351.22
4349,29705419,2023-02-08,133.54,484.76
4350,29705419,2023-02-09,-99.59,385.16999999999996
4351,29705419,2023-02-13,-105.96,279.21
4352,29878790,2023-01-31,,360.74
4353,29878790,2023-02-13,-94.19,266.55
4354,29887258,2023-01-31,,392.91
4355,29887258,2023-02-05,103.8,496.71000000000004
4356,29887258,2023-02-08,-17.63,479.08000000000004
4357,29887258,2023-02-13,-157.09,321.99
4358,29887258,2023-02-14,175.07,497.06
4359,29887258,2023-02-14,122.47,619.53
4360,29920698,2023-01-31,,922.07
4361,29920698,2023-02-02,-108.09,813.98
4362,29920698,2023-02-04,47.33,861.3100000000001
4363,29920698,2023-02-04,45.53,906.84
4364,29920698,2023-02-05,-1475.4,-568.5600000000001
4365,29920698,2023-02-08,77.84,-490.72
4366,29920698,2023-02-13,86.2,-404.52000000000004
4367,29958061,2023-01-31,,17.43
4368,29958061,2023-02-01,93.28,110.71000000000001
4369,29958061,2023-02-02,103.39,214.10000000000002
4370,29958061,2023-02-02,-28.3,185.8
4371,29958061,2023-02-03,167.61,353.41
4372,29958061,2023-02-04,115.56,468.97
4373,29958061,2023-02-07,183.11,652.08
4374,29958061,2023-02-08,-104.32,547.76
4375,29958061,2023-02-12,614.4,1162.16
4376,30030650,2023-01-31,,414.27
4377,30030650,2023-02-06,96.15,510.41999999999996
4378,30030650,2023-02-07,-99.74,410.68
4379,30030650,2023-02-08,140.45,551.13
4380,30030650,2023-02-08,79.57,630.7
4381,30030650,2023-02-13,-23.8,606.9
4382,30058030,2023-01-31,,39.21
4383,30058030,2023-02-02,-68.18,-28.970000000000006
4384,30058030,2023-02-03,106.54,77.57
4385,30058030,2023-02-12,89.64,167.21
4386,30058030,2023-02-12,37.7,204.91000000000003
4387,30058030,2023-02-14,69.27,274.18
4388,30058030,2023-02-14,-823.0,-548.8199999999999
4389,30093672,2023-01-31,,939.77
4390,30093672,2023-02-04,121.83,1061.6
4391,30093672,2023-02-05,62.74,1124.34
4392,30093672,2023-02-06,34.09,1158.43
4393,30093672,2023-02-06,-79.32,1079.11
4394,30093672,2023-02-08,-1002.0,77.11000000000001
4395,30093672,2023-02-09,7.12,84.23000000000002
4396,30093672,2023-02-10,-142.07,-57.839999999999975
4397,30093672,2023-02-11,108.41,50.57000000000002
4398,30093672,2023-02-12,-129.0,-78.42999999999998
4399,30110747,2023-01-31,,949.76
4400,30110747,2023-02-01,98.39,1048.15
4401,30110747,2023-02-03,-158.58,889.5699999999999
4402,30110747,2023-02-03,-225.89,663.6800000000001
4403,30110747,2023-02-06,70.1,733.78
4404,30110747,2023-02-07,69.34,803.12
4405,30110747,2023-02-10,-37.83,765.29
4406,30110747,2023-02-13,143.14,908.4300000000001
4407,30112323,2023-01-31,,519.73
4408,30112323,2023-02-01,99.68,619.4100000000001
4409,30112323,2023-02-01,38.91,658.32
4410,30112323,2023-02-01,-12.31,646.01
4411,30112323,2023-02-04,-136.46,509.55
4412,30112323,2023-02-07,-27.47,482.08000000000004
4413,30112323,2023-02-08,-1379.8,-897.7199999999999
4414,30112323,2023-02-09,1504.7,606.9800000000001
4415,30112323,2023-02-14,-117.3,489.6800000000001
4416,30196319,2023-01-31,,721.4
4417,30196319,2023-02-01,-32.39,689.01
4418,30196319,2023-02-06,125.2,814.21
4419,30196319,2023-02-09,-118.21,696.0
4420,30196319,2023-02-10,-95.98,600.02
4421,30227774,2023-01-31,,546.85
4422,30227774,2023-02-01,-99.3,447.55
4423,30227774,2023-02-05,46.86,494.41
4424,30227774,2023-02-09,89.75,584.1600000000001
4425,30227774,2023-02-11,-146.03,438.13
4426,30235398,2023-01-31,,973.95
4427,30235398,2023-02-02,54.94,1028.89
4428,30235398,2023-02-02,-122.38,906.51
4429,30235398,2023-02-13,-63.08,843.4300000000001
4430,30237685,2023-01-31,,751.93
4431,30237685,2023-02-06,-189.18,562.75
4432,30237685,2023-02-10,831.4,1394.1499999999999
4433,30237685,2023-02-12,95.25,1489.3999999999999
4434,30279114,2023-01-31,,951.13
4435,30279114,2023-02-01,144.31,1095.44
4436,30279114,2023-02-02,-231.9,863.54
4437,30279114,2023-02-08,-66.97,796.5699999999999
4438,30279114,2023-02-09,-210.8,585.77
4439,30312615,2023-01-31,,659.36
4440,30312615,2023-02-05,-1852.7,-1193.3400000000001
4441,30312615,2023-02-06,77.23,-1116.11
4442,30312615,2023-02-07,-116.04,-1232.1499999999999
4443,30312615,2023-02-12,443.1,-789.05
4444,30312615,2023-02-12,-158.57,-947.6199999999999
4445,30312615,2023-02-13,-136.9,-1084.52
4446,30324819,2023-01-31,,823.45
4447,30324819,2023-02-02,469.3,1292.75
4448,30324819,2023-02-03,157.15,1449.9
4449,30324819,2023-02-05,-130.7,1319.2
4450,30324819,2023-02-05,-141.51,1177.69
4451,30340808,2023-01-31,,895.41
4452,30340808,2023-02-03,-123.39,772.02
4453,30340808,2023-02-06,-64.83,707.1899999999999
4454,30340808,2023-02-07,-121.9,585.29
4455,30340808,2023-02-14,-1660.2,-1074.91
4456,30372316,2023-01-31,,189.39
4457,30372316,2023-02-02,-179.4,9.98999999999998
4458,30372316,2023-02-08,151.99,161.98
4459,30372316,2023-02-08,-78.98,82.99999999999999
4460,30372316,2023-02-09,1216.6,1299.6
4461,30372316,2023-02-09,-953.9,345.69999999999993
4462,30372316,2023-02-11,40.81,386.50999999999993
4463,30372316,2023-02-13,-102.23,284.2799999999999
4464,30372316,2023-02-14,-0.43,283.8499999999999
4465,30374840,2023-01-31,,564.42
4466,30374840,2023-02-03,-96.42,467.99999999999994
4467,30374840,2023-02-03,-1278.2,-810.2
4468,30374840,2023-02-07,204.81,-605.3900000000001
4469,30374840,2023-02-07,143.62,-461.77000000000004
4470,30374840,2023-02-08,107.7,-354.07000000000005
4471,30374840,2023-02-08,-38.13,-392.20000000000005
4472,30374840,2023-02-10,-1585.0,-1977.2
4473,30396291,2023-01-31,,803.37
4474,30396291,2023-02-03,199.09,1002.46
4475,30396291,2023-02-03,-610.8,391.6600000000001
4476,30396291,2023-02-06,-99.42,292.24000000000007
4477,30396291,2023-02-06,-100.05,192.19000000000008
4478,30409599,2023-01-31,,117.47
4479,30409599,2023-02-03,174.62,292.09000000000003
4480,30409599,2023-02-05,51.26,343.35
4481,30409599,2023-02-07,180.63,523.98
4482,30409599,2023-02-08,109.72,633.7
4483,30409599,2023-02-10,-28.25,605.45
4484,30409599,2023-02-14,867.5,1472.95
4485,30428666,2023-01-31,,393.33
4486,30428666,2023-02-04,-150.02,243.30999999999997
4487,30428666,2023-02-05,-29.05,214.25999999999996
4488,30428666,2023-02-07,-66.67,147.58999999999997
4489,30428666,2023-02-11,40.71,188.29999999999998
4490,30484027,2023-01-31,,272.71
4491,30484027,2023-02-01,127.65,400.36
4492,30484027,2023-02-03,-116.69,283.66999999999996
4493,30484027,2023-02-05,78.67,362.34
4494,30484027,2023-02-09,-10.45,351.89
4495,30484027,2023-02-12,-76.6,275.28999999999996
4496,30484027,2023-02-12,-127.83,147.45999999999998
4497,30511779,2023-01-31,,772.02
4498,30511779,2023-02-02,179.94,951.96
4499,30511779,2023-02-07,71.18,1023.14
4500,30511779,2023-02-08,106.87,1130.01
4501,30511779,2023-02-10,67.41,1197.42
4502,30511779,2023-02-11,114.77,1312.19
4503,30511779,2023-02-11,58.01,1370.2
4504,30518350,2023-01-31,,490.85
4505,30518350,2023-02-06,1498.3,1989.15
4506,30518350,2023-02-11,-19.24,1969.9099999999999
4507,30557885,2023-01-31,,615.82
4508,30557885,2023-02-05,-678.7,-62.879999999999995
4509,30565855,2023-01-31,,982.05
4510,30565855,2023-02-05,1292.8,2274.85
4511,30565855,2023-02-09,-51.68,2223.17
4512,30565855,2023-02-11,-121.33,2101.84
4513,30565855,2023-02-13,70.54,2172.38
4514,30565855,2023-02-14,483.2,2655.58
4515,30623117,2023-01-31,,266.92
4516,30623117,2023-02-04,-125.73,141.19
4517,30623117,2023-02-09,-1169.4,-1028.21
4518,30623117,2023-02-11,-38.74,-1066.95
4519,30623117,2023-02-11,-111.11,-1178.06
4520,30623117,2023-02-14,154.58,-1023.48
4521,30623117,2023-02-14,77.33,-946.15
4522,30623117,2023-02-14,-159.03,-1105.18
4523,30647433,2023-01-31,,632.2
4524,30647433,2023-02-02,-224.91,407.2900000000001
4525,30647433,2023-02-03,-474.7,-67.40999999999997
4526,30647433,2023-02-04,-15.32,-82.72999999999996
4527,30647433,2023-02-05,-100.81,-183.53999999999996
4528,30647433,2023-02-07,80.19,-103.34999999999997
4529,30647433,2023-02-07,-39.09,-142.43999999999997
4530,30647433,2023-02-10,104.39,-38.04999999999997
4531,30657838,2023-01-31,,468.82
4532,30657838,2023-02-01,2239.3,2708.1200000000003
4533,30657838,2023-02-01,-91.95,2616.1700000000005
4534,30657838,2023-02-03,-139.16,2477.01
4535,30657838,2023-02-04,124.06,2601.07
4536,30657838,2023-02-05,539.8,3140.8700000000003
4537,30657838,2023-02-05,-161.8,2979.07
4538,30657838,2023-02-06,90.98,3070.05
4539,30657838,2023-02-06,-52.94,3017.11
4540,30657838,2023-02-08,84.11,3101.2200000000003
4541,30657838,2023-02-09,69.33,3170.55
4542,30657838,2023-02-11,152.76,3323.3100000000004
4543,30671754,2023-01-31,,621.9
4544,30671754,2023-02-04,-133.3,488.59999999999997
4545,30671754,2023-02-07,5.07,493.66999999999996
4546,30672740,2023-01-31,,355.33
4547,30672740,2023-02-02,187.4,542.73
4548,30672740,2023-02-06,126.49,669.22
4549,30672740,2023-02-07,46.51,715.73
4550,30672740,2023-02-11,1949.6,2665.33
4551,30672740,2023-02-13,-106.6,2558.73
4552,30688447,2023-01-31,,555.31
4553,30688447,2023-02-03,-137.98,417.3299999999999
4554,30688447,2023-02-05,-160.67,256.65999999999997
4555,30688447,2023-02-06,81.99,338.65
4556,30688447,2023-02-10,-162.32,176.32999999999998
4557,30688447,2023-02-14,-101.76,74.56999999999998
4558,30718836,2023-01-31,,360.78
4559,30718836,2023-02-01,186.89,547.67
4560,30718836,2023-02-01,-76.9,470.77
4561,30718836,2023-02-03,-133.1,337.66999999999996
4562,30718836,2023-02-04,58.09,395.76
4563,30718836,2023-02-06,-110.26,285.49999999999994
4564,30718836,2023-02-07,-16.27,269.22999999999996
4565,30718836,2023-02-08,-1127.4,-858.1700000000001
4566,30718836,2023-02-09,51.68,-806.4900000000001
4567,30718836,2023-02-11,64.55,-741.94
4568,30718836,2023-02-13,-75.16,-817.1000000000001
4569,30723991,2023-01-31,,310.02
4570,30723991,2023-02-02,86.69,396.71
4571,30723991,2023-02-03,138.68,535.39
4572,30723991,2023-02-07,-95.78,439.61
4573,30758515,2023-01-31,,35.74
4574,30758515,2023-02-01,102.39,138.13
4575,30758515,2023-02-02,61.09,199.22000000000003
4576,30758515,2023-02-13,183.43,382.65000000000003
4577,30760024,2023-01-31,,766.43
4578,30760024,2023-02-02,-77.14,689.29
4579,30760024,2023-02-03,-38.61,650.68
4580,30760024,2023-02-09,83.26,733.9399999999999
4581,30791105,2023-01-31,,272.5
4582,30791105,2023-02-02,192.77,465.27
4583,30791105,2023-02-04,-113.62,351.65
4584,30791105,2023-02-06,102.01,453.66
4585,30791105,2023-02-06,-112.33,341.33000000000004
4586,30791105,2023-02-10,179.95,521.28
4587,30791105,2023-02-11,107.01,628.29
4588,30929422,2023-01-31,,161.53
4589,30929422,2023-02-01,-120.93,40.599999999999994
4590,30929422,2023-02-01,-159.64,-119.03999999999999
4591,30929422,2023-02-07,82.91,-36.129999999999995
4592,30929422,2023-02-08,-23.59,-59.72
4593,30929422,2023-02-08,-113.42,-173.14
4594,30929422,2023-02-11,-38.37,-211.51
4595,30929422,2023-02-12,-76.48,-287.99
4596,30929422,2023-02-13,-113.91,-401.9
4597,30970897,2023-01-31,,57.17
4598,30970897,2023-02-01,-141.6,-84.42999999999999
4599,30970897,2023-02-03,-110.54,-194.97
4600,30970897,2023-02-03,-115.62,-310.59000000000003
4601,30970897,2023-02-04,-116.66,-427.25
4602,30970897,2023-02-05,201.75,-225.5
4603,30970897,2023-02-07,-141.27,-366.77
4604,30970897,2023-02-09,-113.36,-480.13
4605,30970897,2023-02-09,-157.3,-637.4300000000001
4606,30970897,2023-02-12,27.9,-609.53
4607,30970897,2023-02-13,100.5,-509.03
4608,30977834,2023-01-31,,203.99
4609,30977834,2023-02-02,175.73,379.72
4610,30977834,2023-02-04,686.5,1066.22
4611,30977834,2023-02-04,-175.99,890.23
4612,30977834,2023-02-05,-35.3,854.9300000000001
4613,30977834,2023-02-07,-86.46,768.47
4614,30977834,2023-02-07,-87.82,680.6500000000001
4615,30977834,2023-02-10,67.29,747.94
4616,30977834,2023-02-12,45.23,793.1700000000001
4617,30979429,2023-01-31,,414.1
4618,30979429,2023-02-01,-70.34,343.76
4619,30979429,2023-02-02,-865.4,-521.64
4620,30979429,2023-02-03,866.1,344.46000000000004
4621,30979429,2023-02-05,104.27,448.73
4622,30979429,2023-02-09,-160.06,288.67
4623,30979429,2023-02-11,35.07,323.74
4624,30979429,2023-02-12,-78.65,245.09
4625,30990911,2023-01-31,,997.59
4626,30990911,2023-02-02,-144.05,853.54
4627,30990911,2023-02-04,170.56,1024.1
4628,30990911,2023-02-04,-173.9,850.2
4629,30990911,2023-02-07,-124.86,725.34
4630,30990911,2023-02-08,132.2,857.54
4631,30990911,2023-02-11,-106.4,751.14
4632,31026801,2023-01-31,,85.36
4633,31026801,2023-02-01,52.99,138.35
4634,31026801,2023-02-06,-99.14,39.21000000000001
4635,31026801,2023-02-07,-102.26,-63.05
4636,31026801,2023-02-08,-47.58,-110.63
4637,31026801,2023-02-11,-62.33,-172.95999999999998
4638,31131351,2023-01-31,,278.94
4639,31131351,2023-02-04,786.1,1065.04
4640,31131351,2023-02-04,262.0,1327.04
4641,31131351,2023-02-04,98.42,1425.46
4642,31131351,2023-02-06,29.95,1455.41
4643,31131351,2023-02-06,-1124.1,331.3100000000002
4644,31131351,2023-02-08,104.01,435.32000000000016
4645,31131351,2023-02-09,-158.52,276.8000000000002
4646,31131351,2023-02-12,-224.14,52.660000000000196
4647,31150830,2023-01-31,,36.16
4648,31150830,2023-02-01,-161.85,-125.69
4649,31150830,2023-02-02,128.71,3.0200000000000102
4650,31150830,2023-02-02,126.12,129.14000000000001
4651,31150830,2023-02-05,-61.68,67.46000000000001
4652,31150830,2023-02-06,52.31,119.77000000000001
4653,31150830,2023-02-07,-435.8,-316.03
4654,31150830,2023-02-09,-55.88,-371.91
4655,31150830,2023-02-09,-70.29,-442.20000000000005
4656,31150830,2023-02-11,-84.45,-526.6500000000001
4657,31158381,2023-01-31,,514.96
4658,31158381,2023-02-01,223.94,738.9000000000001
4659,31158381,2023-02-01,139.18,878.08
4660,31158381,2023-02-07,80.94,959.02
4661,31158381,2023-02-08,-132.45,826.57
4662,31158381,2023-02-13,-131.36,695.21
4663,31183587,2023-01-31,,725.0
4664,31183587,2023-02-02,-36.32,688.68
4665,31183587,2023-02-03,-19.31,669.37
4666,31183587,2023-02-05,1152.5,1821.87
4667,31183587,2023-02-08,-952.0,869.8699999999999
4668,31183587,2023-02-12,221.72,1091.59
4669,31183587,2023-02-12,112.63,1204.2199999999998
4670,31183587,2023-02-13,-76.49,1127.7299999999998
4671,31183587,2023-02-13,-117.77,1009.9599999999999
4672,31187024,2023-01-31,,950.41
4673,31187024,2023-02-02,-105.52,844.89
4674,31187024,2023-02-03,-49.39,795.5
4675,31187024,2023-02-04,-125.25,670.25
4676,31187024,2023-02-06,154.42,824.67
4677,31187024,2023-02-08,71.81,896.48
4678,31187024,2023-02-08,-537.9,358.5799999999999
4679,31187024,2023-02-10,782.2,1140.78
4680,31187024,2023-02-10,-163.18,977.5999999999999
4681,31263913,2023-01-31,,267.5
4682,31263913,2023-02-01,-48.78,218.72
4683,31263913,2023-02-02,-133.38,85.34
4684,31263913,2023-02-06,84.46,169.8
4685,31319183,2023-01-31,,407.92
4686,31319183,2023-02-06,-95.11,312.81
4687,31319183,2023-02-08,58.82,371.63
4688,31319183,2023-02-09,-151.22,220.41000000000003
4689,31319183,2023-02-10,60.41,280.82000000000005
4690,31319183,2023-02-12,104.9,385.72
4691,31319183,2023-02-12,-63.33,322.39000000000004
4692,31319183,2023-02-13,126.66,449.05
4693,31335654,2023-01-31,,217.33
4694,31335654,2023-02-02,125.99,343.32
4695,31335654,2023-02-07,146.82,490.14
4696,31335654,2023-02-10,88.62,578.76
4697,31335654,2023-02-10,87.63,666.39
4698,31335654,2023-02-12,1192.7,1859.0900000000001
4699,31367758,2023-01-31,,536.16
4700,31367758,2023-02-01,89.01,625.17
4701,31367758,2023-02-08,96.58,721.75
4702,31367758,2023-02-10,835.9,1557.65
4703,31367758,2023-02-13,107.55,1665.2
4704,31392168,2023-01-31,,615.42
4705,31392168,2023-02-05,-177.67,437.75
4706,31392168,2023-02-08,170.98,608.73
4707,31392168,2023-02-10,143.84,752.5699999999999
4708,31392168,2023-02-13,44.2,796.77
4709,31525756,2023-01-31,,363.68
4710,31525756,2023-02-01,81.02,444.7
4711,31525756,2023-02-07,146.76,591.46
4712,31525756,2023-02-12,-128.32,463.14
4713,31525756,2023-02-13,-41.85,421.28999999999996
4714,31525756,2023-02-13,-75.56,345.73
4715,31537778,2023-01-31,,335.19
4716,31537778,2023-02-01,-36.43,298.76
4717,31537778,2023-02-14,118.75,417.51
4718,31541158,2023-01-31,,215.94
4719,31541158,2023-02-07,-107.79,108.14999999999999
4720,31541158,2023-02-09,120.47,228.62
4721,31541158,2023-02-09,73.6,302.21999999999997
